-0.0004448	6.7969e-05	0.00059931	-0.0003744	0.00015014	1.2926e-05	7.8678e-05	0.00033267	-0.00016678	-5.7348e-06	-1.5708	-1.5708	-1.5708	-1.5708
-0.0010391	0.0001442	0.0013763	-0.00082754	0.00033073	3.852e-05	0.00019404	0.00073054	-0.00035689	-1.2116e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0017567	0.00022551	0.0022964	-0.0013388	0.00053364	7.5843e-05	0.00034139	0.0011754	-0.00056156	-1.8868e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0025674	0.00030862	0.0033201	-0.0018855	0.00075001	0.00012362	0.00051509	0.0016477	-0.00077154	-2.5702e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0034377	0.00039013	0.0044044	-0.0024439	0.00097058	0.00018026	0.00070864	0.0021265	-0.00097737	-3.2322e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0043317	0.00046663	0.0055036	-0.0029896	0.0011859	0.00024391	0.00091487	0.0025907	-0.0011696	-3.8433e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0052122	0.00053472	0.0065712	-0.0034982	0.0013865	0.00031247	0.0011261	0.0030196	-0.0013392	-4.3744e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0060418	0.00059111	0.0075608	-0.0039464	0.0015633	0.00038365	0.0013343	0.0033929	-0.0014777	-4.7979e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0067836	0.00063261	0.0084275	-0.0043122	0.0017078	0.00045501	0.0015313	0.003692	-0.0015773	-5.0877e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0074029	0.00065625	0.0091291	-0.0045757	0.0018123	0.00052402	0.0017089	0.0039001	-0.0016315	-5.2203e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0078674	0.00065931	0.0096278	-0.0047198	0.00187	0.00058809	0.0018591	0.0040028	-0.0016346	-5.1751e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0081487	0.00063938	0.0098903	-0.0047305	0.0018754	0.00064465	0.0019744	0.0039885	-0.0015828	-4.9351e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.008223	0.00059445	0.0098898	-0.0045973	0.0018242	0.00069119	0.0020478	0.0038486	-0.0014734	-4.4872e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0080713	0.00052293	0.0096062	-0.0043138	0.0017135	0.00072532	0.0020732	0.0035781	-0.0013054	-3.823e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0076808	0.00042373	0.0090267	-0.0038773	0.0015421	0.00074481	0.0020453	0.0031754	-0.0010795	-2.939e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0070448	0.00029634	0.0081465	-0.0032896	0.0013102	0.00074767	0.0019599	0.0026426	-0.00079779	-1.8368e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0061629	0.0001408	0.0069688	-0.0025564	0.0010196	0.00073217	0.001814	0.0019854	-0.00046417	-5.2362e-06	-1.5708	-1.5708	-1.5708	-1.5708
-0.0050416	-4.215e-05	0.0055049	-0.0016878	0.00067359	0.00069693	0.0016061	0.0012128	-8.3913e-05	9.8779e-06	-1.5708	-1.5708	-1.5708	-1.5708
-0.0036935	-0.00025113	0.0037741	-0.00069725	0.00027698	0.0006409	0.0013359	0.00033747	0.00033632	2.6789e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.0021381	-0.00048404	0.0018031	0.00039786	-0.00016404	0.00056347	0.0010046	-0.00062526	0.00078864	4.5257e-05	-1.5708	-1.5708	-1.5708	-1.5708
-0.00040029	-0.00073807	-0.00037438	0.0015773	-0.00064206	0.00046444	0.0006151	-0.0016572	0.0012641	6.4985e-05	-1.5708	-1.5708	-1.5708	-1.5708
0.0014892	-0.0010097	-0.0027185	0.0028179	-0.0011486	0.00034407	0.00017163	-0.0027381	0.0017529	8.5626e-05	-1.5708	-1.5708	-1.5708	-1.5708
0.0034952	-0.0012947	-0.0051841	0.0040948	-0.0016741	0.00020313	-0.00032001	-0.0038456	0.0022446	0.00010679	-1.5708	-1.5708	-1.5708	-1.5708
0.0055782	-0.0015883	-0.0077218	0.0053813	-0.0022086	4.2859e-05	-0.00085265	-0.0049565	0.0027284	0.00012803	-1.5708	-1.5708	-1.5708	-1.5708
0.007696	-0.0018849	-0.010279	0.0066498	-0.0027414	-0.000135	-0.0014177	-0.0060466	0.0031935	0.00014889	-1.5708	-1.5708	-1.5708	-1.5708
0.0098039	-0.0021785	-0.012801	0.0078726	-0.0032615	-0.00032823	-0.0020056	-0.0070916	0.0036289	0.00016887	-1.5708	-1.5708	-1.5708	-1.5708
0.011856	-0.0024628	-0.015234	0.0090223	-0.0037579	-0.00053412	-0.0026053	-0.0080677	0.0040244	0.00018744	-1.5708	-1.5708	-1.5708	-1.5708
0.013807	-0.0027307	-0.017522	0.010072	-0.00422	-0.00074953	-0.0032054	-0.0089519	0.0043699	0.0002041	-1.5708	-1.5708	-1.5708	-1.5708
0.015612	-0.0029753	-0.019613	0.010998	-0.0046372	-0.00097089	-0.0037936	-0.0097229	0.0046566	0.00021831	-1.5708	-1.5708	-1.5708	-1.5708
0.017228	-0.0031895	-0.021458	0.011777	-0.0049998	-0.0011943	-0.004357	-0.010361	0.0048764	0.00022957	-1.5708	-1.5708	-1.5708	-1.5708
0.018615	-0.003366	-0.023011	0.01239	-0.0052988	-0.0014155	-0.0048829	-0.01085	0.0050227	0.00023741	-1.5708	-1.5708	-1.5708	-1.5708
0.019738	-0.003498	-0.024233	0.012819	-0.0055263	-0.00163	-0.0053584	-0.011174	0.0050901	0.00024138	-1.5708	-1.5708	-1.5708	-1.5708
0.020566	-0.0035789	-0.02509	0.013051	-0.0056756	-0.0018331	-0.0057711	-0.011324	0.0050747	0.0002411	-1.5708	-1.5708	-1.5708	-1.5708
0.021072	-0.0036025	-0.025555	0.013077	-0.0057412	-0.0020201	-0.0061092	-0.011292	0.0049744	0.00023623	-1.5708	-1.5708	-1.5708	-1.5708
0.021239	-0.0035636	-0.02561	0.012892	-0.005719	-0.0021862	-0.0063619	-0.011072	0.0047885	0.00022651	-1.5708	-1.5708	-1.5708	-1.5708
0.021052	-0.0034575	-0.025243	0.012495	-0.0056067	-0.0023267	-0.0065195	-0.010666	0.0045182	0.00021178	-1.5708	-1.5708	-1.5708	-1.5708
0.020507	-0.0032807	-0.024452	0.011888	-0.0054032	-0.002437	-0.0065735	-0.010076	0.0041664	0.00019196	-1.5708	-1.5708	-1.5708	-1.5708
0.019605	-0.0030307	-0.023242	0.011079	-0.0051094	-0.0025129	-0.0065175	-0.009309	0.0037374	0.00016705	-1.5708	-1.5708	-1.5708	-1.5708
0.018355	-0.0027063	-0.021629	0.010078	-0.0047275	-0.0025506	-0.0063466	-0.008376	0.0032373	0.00013719	-1.5708	-1.5708	-1.5708	-1.5708
0.016772	-0.0023078	-0.019633	0.0089008	-0.0042614	-0.0025465	-0.0060579	-0.0072906	0.0026734	0.00010261	-1.5708	-1.5708	-1.5708	-1.5708
0.014878	-0.0018368	-0.017285	0.0075654	-0.0037167	-0.0024977	-0.005651	-0.0060696	0.0020546	6.3638e-05	-1.5708	-1.5708	-1.5708	-1.5708
0.012704	-0.0012963	-0.014621	0.006093	-0.0031001	-0.0024022	-0.0051274	-0.0047324	0.0013907	2.074e-05	-1.5708	-1.5708	-1.5708	-1.5708
0.010282	-0.00069098	-0.011685	0.0045075	-0.0024198	-0.0022583	-0.004491	-0.0033008	0.00069236	-2.553e-05	-1.5708	-1.5708	-1.5708	-1.5708
0.0076529	-2.7077e-05	-0.0085237	0.002835	-0.0016852	-0.0020654	-0.003748	-0.0017984	-2.8754e-05	-7.4512e-05	-1.5708	-1.5708	-1.5708	-1.5708
0.0048606	0.00068777	-0.0051907	0.001103	-0.00090676	-0.0018236	-0.0029068	-0.0002502	-0.00076066	-0.00012545	-1.5708	-1.5708	-1.5708	-1.5708
